Title;All Tags;Tags (separated with comma);Creation Date;Status;Link
Error while creating custom Business Object ZBUS2034 to update sequence no while create Contract.;ABAP Development, ABAP Extensibility, ABAP Extensibility,sap abap programming , sap abap developer ;08/02/2019;-;https://answers.sap.com/questions/748509/error-while-creating-custom-business-object-zbus20.html
Special Tax Depreciation Calculation for 30% in First Year Config;;07/02/2019;-;https://answers.sap.com/questions/748402/special-tax-depreciation-calculation-for-30-in-fir.html
SAP S4 HANA settlement management exchange rate type / Business volume determination;Settlement Management, Settlement Management;07/02/2019;-;https://answers.sap.com/questions/750132/sap-s4-hana-settlement-management-exchange-rate-ty.html
0FI_GL_04,0FI_AP_04,0FI_TX_04 BI extractors in S/4 HANA;SAP General Ledger Migration, SAP General Ledger Migration;06/02/2019;-;https://answers.sap.com/questions/748960/0fi-gl-040fi-ap-040fi-tx-04-bi-extractors-in-s4-ha.html
En que tablas se almacenan los archivos logs?;SAP Customer Relationship Management, CRM Service, SAP Customer Relationship Management,CRM Service, filelog ;06/02/2019;-;https://answers.sap.com/questions/749851/en-que-tablas-se-almacenan-los-archivos-logs.html
SAP S/4 HANA-Updation of Price in Invoice not happening immediately.;SAP S/4HANA Finance;01/02/2019;-;https://answers.sap.com/questions/443944/sap-s4-hana-updation-of-price-in-invoice-not-happe.html
Order on credit hold is invoiced. Order Status is complete & Credit case is still on hold.;SAP Financial Supply Chain ManagementSAP S/4HANA Finance,  Finance;30/01/2019;-;https://answers.sap.com/questions/742497/order-on-credit-hold-is-invoiced-order-status-is-c.html
"Wrong translation ""SUMME"" for ""Total"" in CDS Report access via Query Browser Fiori App.";SAP FioriSAP Fiori Launchpad, SAP Fiori Launchpad, hana studio , annotations , cds view based query , querybrowser ;30/01/2019;-;https://answers.sap.com/questions/744424/wrong-translation-summe-for-total-in-cds-report-ac.html
Debug LTMC upload;;29/01/2019;-;https://answers.sap.com/questions/742335/debug-ltmc-upload.html
Availability check in CRM 7.0 using S/4 HANA 1709;SAP Customer Relationship Management;29/01/2019;-;https://answers.sap.com/questions/742282/availability-check-in-crm-70-using-s4-hana-1709.html
FINS_ACDOC_CUST048 - Inconsistencies in the database - how can I found out the underlying reason?;FIN (Finance);29/01/2019;-;https://answers.sap.com/questions/501083/fins-acdoc-cust048-inconsistencies-in-the-database.html
Best way to identify if a table is master or transactional data?;Data Intelligence, Big Data, EWM - Master Data, CRM Master Data, SAP Data Quality Management, Big Data,EWM - Master Data,CRM Master Data,SAP Data Quality Management,BW Data Modeling (WHM),SQL,SAP R/3,;28/01/2019;-;https://answers.sap.com/questions/742101/best-way-to-identify-if-a-table-is-master-or-trans.html
"Amount limit in Cash Journal
Closed";SAP S/4HANA Finance,  Finance;28/01/2019;closed;https://answers.sap.com/questions/743906/amount-limit-in-cash-journal.html
Send Multiples Attachments (PDF) - Single Email - Output Management;NW ABAP Print and Output Management;28/01/2019;-;https://answers.sap.com/questions/741909/send-multiples-attachments-pdf-single-email-output.html
Business partner 1000000168 does not exist in the standard role for role cat. MKK;SD (Sales and Distribution);25/01/2019;-;https://answers.sap.com/questions/740099/business-partner-1000000168-does-not-exist-in-the.html
ICM - Incentive & Commission Management is part of S4HANA Standard Package;;25/01/2019;-;https://answers.sap.com/questions/739994/icm-incentive-commission-management-is-part-of-s4h.html
Cannot GET /api/business-partners in approuter application;;25/01/2019;-;https://answers.sap.com/questions/738979/cannot-get-apibusiness-partners-in-approuter-appli.html
S/4 HANA MM - Mapping between purchasing group to material group;MM (Materials Management), MM (Materials Management), purchasing ;24/01/2019;-;https://answers.sap.com/questions/738702/s4-hana-mm-mapping-between-purchasing-group-to-mat.html
EKKN- PS_PSP_PNR   (WBSE) field change is not triggering a new version in PO;MM Purchasing, MM Inventory Management, MM Purchasing,MM Inventory Management;24/01/2019;-;https://answers.sap.com/questions/736658/ekkn-ps-psp-pnr-wbse-field-change-is-not-triggerin.html
How do you see all objects using objects within a package.;;23/01/2019;-;https://answers.sap.com/questions/736369/how-do-you-see-all-objects-using-objects-within-a.html
Enable Customer Interaction Center in S/4 for Customer Management 2.0 - Configurations;SAP Customer Relationship Management, SAP Customer Relationship Management, configuration , internet communication framework ;23/01/2019;-;https://answers.sap.com/questions/736371/enable-customer-interaction-center-in-s4-for-custo.html
"CDS View- CASE WHEN limitation
Closed";;22/01/2019;closed;https://answers.sap.com/questions/736265/cds-view-case-when-limitation.html
How to configure ICM in 1809;SAP Customer Relationship Management;22/01/2019;-;https://answers.sap.com/questions/737191/how-to-configure-icm-in-1809.html
In S/4HANA 1809 BP FLCU01 (Customer) is not showing the IS-OIL specific fields;,  customer master ;22/01/2019;-;https://answers.sap.com/questions/738152/in-s4hana-1809-bp-flcu01-customer-is-not-showing-t.html
How to re convert a Maven project to SAP MTA project in web ide ?;SAP Web IDE, ui5 , xsadvanced , maven ;18/01/2019;-;https://answers.sap.com/questions/732099/how-to-re-convert-a-maven-project-to-sap-mta-proje.html
S4 Sales Partner Index Update;SD Sales, SD Sales, search ;17/01/2019;-;https://answers.sap.com/questions/733821/s4-sales-partner-index-update.html
In FAGL_FCV unable to post the transactions for unrealized  exchange gain/loss account;;17/01/2019;-;https://answers.sap.com/questions/731899/in-fagl-fcv-unable-to-post-the-transactions-for-un.html
Employee-BP Sync log warnings;HCM Personnel Administration, SRM Organization and Business Partner Assignment, HCM Personnel Administration,SRM Organization and Business Partner Assignment, employee-bp ;17/01/2019;-;https://answers.sap.com/questions/729827/employee-bp-sync-log-warnings.html
Dumps related to Sap s/4 Hana salea;SD Sales;16/01/2019;-;https://answers.sap.com/questions/729771/dumps-related-to-sap-s4-hana-salea.html
Balancing Accrued values;SAP FioriSAP S/4HANA Finance, SAP Invoice and Goods Receipt Reconciliation,  Finance,SAP Invoice and Goods Receipt Reconciliation;16/01/2019;-;https://answers.sap.com/questions/727256/balancing-accrued-values.html
SD document flow enhancement - Central Finance;SAP S/4HANA Finance, s4hana 1809 ;13/01/2019;-;https://answers.sap.com/questions/725559/sd-document-flow-enhancement-central-finance.html
Business Cutoff Planning for SAP Go-Live;SAP ERP, SAP ERP;11/01/2019;-;https://answers.sap.com/questions/726235/business-cutoff-planning-for-sap-go-live.html
sap sd s4h;SD Sales, SD Billing, SD Sales,SD Billing, g lakshmipathi ;11/01/2019;-;https://answers.sap.com/questions/726195/sap-sd-s4h.html
Standard Purchase Requisition Flexible Workflow in Error - cx_sy_ref_is_initial;SAP Business Workflow, flexible workflow ;10/01/2019;-;https://answers.sap.com/questions/724338/standard-purchase-requisition-flexible-workflow-in.html
Active Budget Check in S/4 HANA;SAP Budgeting and Planning for Public Sector;10/01/2019;-;https://answers.sap.com/questions/725053/active-budget-check-in-s4-hana.html
In BP transaction / Vendor / General Data Role, the Permitted Payee fields are not visible;SAP S/4HANA Finance;08/01/2019;-;https://answers.sap.com/questions/723561/in-bp-transaction-vendor-general-data-role-the-per.html
RFC Error connection S4HANA to BODS;SAP Data Services, SAP Data Services, rfc connection error ;08/01/2019;-;https://answers.sap.com/questions/723479/rfc-error-connection-s4hana-to-bods.html
Drop down not coming for output determination (T-code OPD );NW ABAP Business Rule Framework (BRFplus), NW ABAP Business Rule Framework (BRFplus);08/01/2019;-;https://answers.sap.com/questions/723861/drop-down-not-coming-for-output-determination-t-co.html
"How to configure single G/L for multiple company codes?
Closed";SAP S/4HANA Finance,  Finance;08/01/2019;closed;https://answers.sap.com/questions/722547/how-to-configure-single-gl-for-multiple-company-co.html
S/4 Inquiry (va11) integration with C4C;SAP Cloud for Customer integration with SAP S/4HANA, c4c , inquiry ;07/01/2019;-;https://answers.sap.com/questions/593257/s4-inquiry-va11-integration-with-c4c.html
Adding Event to Drop Down Field in Table Maintenance Generator.;;07/01/2019;-;https://answers.sap.com/questions/721617/adding-event-to-drop-down-field-in-table-maintenan.html
Checking 2706935 - Missing or superfluous material ledger data when articles are listed (Retail);;07/01/2019;-;https://answers.sap.com/questions/722305/checking-2706935-missing-or-superfluous-material-l.html
s4 hana new installatin accounting bc set 1809;SAP S/4HANA Finance,  Finance;04/01/2019;-;https://answers.sap.com/questions/722071/s4-hana-new-installatin-accounting-bc-set-1809.html
"Business Area is showing mandatory during creation of Cost Center. How to remove this validation?
Closed";SAP S/4HANA Finance,  Finance;04/01/2019;closed;https://answers.sap.com/questions/721224/business-area-is-showing-mandatory-during-creation.html
SAP HANA S4 carga masiva de proveedores;;02/01/2019;-;https://answers.sap.com/questions/719689/sap-hana-s4-carga-masiva-de-proveedores.html
Maintain Planning category PLANORD01;;02/01/2019;-;https://answers.sap.com/questions/718704/maintain-planning-category-planord01.html
como ordeno en forma descendente un colunma de tres de un reporte squery;;31/12/2018;-;https://answers.sap.com/questions/719465/como-ordeno-en-forma-descendente-un-colunma-de-tre.html
Pros and Cons of Core Modification in S/4 HANA on-premise and clound;SAP S/4HANA Cloud,  Cloud;30/12/2018;-;https://answers.sap.com/questions/718554/pros-and-cons-of-core-modification-in-s4-hana-on-p.html
Manual entry fields missing - Create Product allocation object S4 HANA AATP;SCM APO Global ATP, SCM APO Global ATP;28/12/2018;-;https://answers.sap.com/questions/720408/manual-entry-fields-missing-create-product-allocat.html
GR/IR Monitoring between S4 1601 and 1809;SAP S/4HANA Finance,  Finance;28/12/2018;-;https://answers.sap.com/questions/718436/grir-monitoring-between-s4-1601-and-1809.html
Archive data display options in S/4 HANA;SAP S/4HANA Cloud,  Cloud;28/12/2018;-;https://answers.sap.com/questions/718366/archive-data-display-options-in-s4-hana.html
Quotaton and SO Data Exchange between CRM and S/4 Hana;;27/12/2018;-;https://answers.sap.com/questions/719230/quotaton-and-so-data-exchange-between-crm-and-s4-h.html
DATA move from CRM to ECC6  Vs SAP S4 HANA 1809;;26/12/2018;-;https://answers.sap.com/questions/718169/data-move-from-crm-to-ecc6-vs-sap-s4-hana-1809.html
S4HANA certification exam pre-requisite and procedure in India;;26/12/2018;-;https://answers.sap.com/questions/720133/s4hana-certification-exam-pre-requisite-and-proced.html
"Error ""RUN_RSUPG_TADIR_COMPONENT_CHECK"" While doing conversion for S/4 HANA 1809 - SUM";;26/12/2018;-;https://answers.sap.com/questions/720100/run-rsupg-tadir-component-check-while-doing-conver.html
LDAP Server to GRC S4 hana system;SAP HANA, SAP HANA;26/12/2018;-;https://answers.sap.com/questions/718085/ldap-server-to-grc-s4-hana-system.html
Inventory accounting management in S4 HANA (or in general with New GL);SAP S/4HANA Finance;24/12/2018;-;https://answers.sap.com/questions/719923/inventory-accounting-management-in-s4-hana-or-in-g.html
SAP S4/HANA FBL5N how to change Net due date symbol logic;SAP S/4HANA Finance,  Finance, fbl5n ;23/12/2018;-;https://answers.sap.com/questions/718762/sap-s4hana-fbl5n-how-to-change-net-due-date-symbol-1.html
windows process shows the error connected user (SAPABAP1) does not work with the right user/schema;SAP HANA, SAP HANA, kernel 745 ;21/12/2018;-;https://answers.sap.com/questions/714916/windows-process-shows-the-error-connected-user-sap.html
"Sales Man in SD report
Closed";;20/12/2018;closed;https://answers.sap.com/questions/710850/sales-man-in-sd-report.html
"Variant Configuration of BOM
Closed";;20/12/2018;closed;https://answers.sap.com/questions/710848/variant-configuration-of-bom.html
Solution Builder Building Block IMG Activity;NW ABAP Print and Output Management, NW ABAP Print and Output Management;19/12/2018;-;https://answers.sap.com/questions/710009/solution-builder-building-block-img-activity.html
How credit limits work in s/4 hana?;SAP S/4HANA Cloud;18/12/2018;-;https://answers.sap.com/questions/707695/how-credit-limits-work-in-s4-hana.html
Business partner: how to add EKORG;,  business partner update ;17/12/2018;-;https://answers.sap.com/questions/707365/business-partner-how-to-add-ekorg.html
inserting MaterialDocumentItemText info Content Form Template via Adobe Livecycle Designer;SAP Cloud Platform Forms by Adobe, SAP Cloud Platform Forms by Adobe, forms ;13/12/2018;-;https://answers.sap.com/questions/705903/inserting-materialdocumentitemtext-info-content-fo.html
Web Service Error log in S/4 Hana Cloud;SAP S/4HANA Cloud, web service error log ;13/12/2018;-;https://answers.sap.com/questions/705186/web-service-error-log-in-s4-hana-cloud.html
CKMLLANOSETTLE and CKMLLACHANGE doesn't work in S4 Hana;FIN Material Ledger, s4 hana , material ledger , ckmllachange , ckmllanosettle ;12/12/2018;-;https://answers.sap.com/questions/705840/ckmllanosettle-and-ckmllachange-doesnt-work-in-s4.html
PAN Number Update in BP  tcode through CVI_EI_INBOUND_MAIN  (BAPI/FM);;12/12/2018;-;https://answers.sap.com/questions/703442/pan-number-update-in-bp-tcode-through-cvi-ei-inbou.html
What are PWS (Period Work Schedule) tables and what module do they belong to?;Big Data, SAP ERP Central Component, SAP ERPSoftware Logistics, SAP ERP Central Component,SAP ERP,Software Logistics,FIN Controlling,CRM Master Data,SAP R/3;11/12/2018;-;https://answers.sap.com/questions/704641/what-are-pws-period-work-schedule-tables-and-what.html
How to use Clearing Workbench S4 1709;Settlement Management;06/03/2019;-;https://answers.sap.com/questions/784940/how-to-use-clearing-workbench-s4-1709.html
Time Dimension equivalent in S4 CDS;SAP Fiori, SAP Fiori Launchpad, SAP Fiori for SAP ERP, SAP Fiori,SAP Fiori Launchpad,SAP Fiori for SAP ERP;06/03/2019;-;https://answers.sap.com/questions/783841/time-dimension-equivalent-in-s4-cds.html
Settle Condition contract for specific Business Volume (SD docs);Settlement Management;06/03/2019;-;https://answers.sap.com/questions/784806/settle-condition-contract-for-specific-business-vo.html
"S/4 1809 SelfServiceProcurement [SSP] - OCI catalog not visible in App ""Create Purchase Requisition""";,  exception , catalog , oci , ppoma , ssp , catalog attribute , rh_om_attributes_read ;05/03/2019;-;https://answers.sap.com/questions/783005/s4-1809-selfserviceprocurement-ssp-oci-catalog-not.html
Cost center assesment into COPA for distribution costs Account-based COPA;SAP S/4HANA Finance, account-based copa , cost center assesment ;05/03/2019;-;https://answers.sap.com/questions/781922/cost-center-assesment-into-copa-for-distribution-c.html
BOP Process in S/4 HANA AATP;;05/03/2019;-;https://answers.sap.com/questions/766744/bop-process-in-s4-hana-aatp.html
Settlement management for Specific invoices;Settlement Management;05/03/2019;-;https://answers.sap.com/questions/780759/settlement-management-for-specific-invoices.html
"Final Settlement doesn't take Delta accruals into account S4
Closed";Settlement Management;05/03/2019;closed;https://answers.sap.com/questions/780757/final-settlement-doesnt-take-delta-accruals-into-a.html
PARRUN_MKPF2_S4 were negative;;03/03/2019;-;https://answers.sap.com/questions/774151/parrun-mkpf2-s4-were-negative.html
Customer credit limit;SAP Financial Supply Chain Management, SD (Sales and Distribution), SD (Sales and Distribution),;02/03/2019;-;https://answers.sap.com/questions/764815/customer-credit-limit.html
WHAT SHOULD BE HAPPENED WHEN JOB ORDER NOT DO TECO?;SAP Connected Goods;01/03/2019;-;https://answers.sap.com/questions/773020/what-should-be-happened-when-job-order-not-do-teco.html
Company code data not getting created for business partner category '1';MM Purchasing, ABAP Development, MM Purchasing,ABAP Development;01/03/2019;-;https://answers.sap.com/questions/773964/company-code-data-getting-created-for-business-par.html
Can the Step 2A be rerun in SU25 (Upgrade steps);Security, su25 , s4 upgrade , step2a 2b ;28/02/2019;-;https://answers.sap.com/questions/771771/can-the-step-2a-be-rerun-in-su25-upgrade-steps.html
Percentual de Refugo Impactando no Real;;26/02/2019;-;https://answers.sap.com/questions/764000/percentual-de-refugo-impactando-no-real.html
Authorization for Two Company Codes;Basis Technology, Basis Technology, basis component ;26/02/2019;-;https://answers.sap.com/questions/765925/authorization-for-two-company-codes.html
Purchase order type : Output management with BRF+;,  purchase order , material management , brf+ , output message ;25/02/2019;-;https://answers.sap.com/questions/763923/purchase-order-type-output-management-with-brf.html
S/4 HANA Loyalty Management beyond v2.0;CRM Sales, crms4 ;25/02/2019;-;https://answers.sap.com/questions/765882/s4-hana-loyalty-management-beyond-v20.html
S4 Hana Condition Contract: Older invoices for Customer Settled but no entry in WCOCOF;,  condition contract management ;25/02/2019;-;https://answers.sap.com/questions/762757/s4-hana-condition-contract-older-invoices-for-cust.html
New Currency in Ledger 0L in S4 1709;FIN (Finance)FIN General Ledger, FIN General Ledger;22/02/2019;-;https://answers.sap.com/questions/757682/new-currency-in-ledger-0l-in-s4-1709.html
Problem with Bank Account technical ID- Table FQM_FLOW- Cash flow analyzer;FIN Cash Management, FIN Cash Management;21/02/2019;-;https://answers.sap.com/questions/759500/problem-with-bank-account-technical-id-table-fqm-f.html
COPA for Allocations;;20/02/2019;-;https://answers.sap.com/questions/758180/copa-for-allocations.html
BAPI_PO_CREATE1 not copying the internal configuration(CUOBJ);ABAP Development, ABAP Development;20/02/2019;-;https://answers.sap.com/questions/758008/bapi-po-create1-not-copying-the-internal-configura.html
Add custom column to J_3RMOBVEDH report;ABAP Development;20/02/2019;-;https://answers.sap.com/questions/758953/add-custom-column-to-j-3rmobvedh-report.html
OKB9 - Batch Input for Account Assignment;;19/02/2019;-;https://answers.sap.com/questions/758745/okb9-batch-input-for-account-assignment.html
Actual Finished date in Cor2;;19/02/2019;-;https://answers.sap.com/questions/754631/actual-finished-date-in-cor2.html
UI.facet display based on condition or dynamically in CDS view;SAP Fiori, SAP Fiori, cds views , cds annotations , cdsabap ;18/02/2019;-;https://answers.sap.com/questions/756371/uifacet-display-based-on-condition-or-dynamically.html
S4 HANA SOD Rules needed;SAP GRC Compliance Calibrator for SAP NetWeaver, SAP GRC Compliance Calibrator for SAP NetWeaver, sod for hana ;13/02/2019;-;https://answers.sap.com/questions/755764/s4-hana-sod-rules-needed.html
sop for Intercompany processes in SAP S4 Hana;;12/02/2019;-;https://answers.sap.com/questions/752171/sop-for-intercompany-processes-in-sap-s4-hana.html
Why I can't see all data from CDS View in Power BI;ABAP Development, BW (SAP Business Warehouse), ABAP Development,BW (SAP Business Warehouse), cds views , power bi ;11/02/2019;-;https://answers.sap.com/questions/751015/why-i-cant-see-all-data-from-cds-view-in-power-bi.html
Connection between S/4HANA and HANA XSA;SAP HANA;11/02/2019;-;https://answers.sap.com/questions/750841/connection-between-s4hana-and-hana-xsa.html
Availability Checks in CRM 7.0 using S/4 HANA;SAP Customer Relationship Management, availability check ;10/02/2019;-;https://answers.sap.com/questions/750749/availability-checks-in-crm-70-using-s4-hana.html
Error while creating custom Business Object ZBUS2034 to update sequence no while create Contract.;ABAP Development, ABAP Extensibility, ABAP Extensibility,sap abap programming , sap abap developer ;08/02/2019;-;https://answers.sap.com/questions/748509/error-while-creating-custom-business-object-zbus20.html
Special Tax Depreciation Calculation for 30% in First Year Config;;07/02/2019;-;https://answers.sap.com/questions/748402/special-tax-depreciation-calculation-for-30-in-fir.html
SAP S4 HANA settlement management exchange rate type / Business volume determination;Settlement Management, Settlement Management;07/02/2019;-;https://answers.sap.com/questions/750132/sap-s4-hana-settlement-management-exchange-rate-ty.html
0FI_GL_04,0FI_AP_04,0FI_TX_04 BI extractors in S/4 HANA;SAP General Ledger Migration, SAP General Ledger Migration;06/02/2019;-;https://answers.sap.com/questions/748960/0fi-gl-040fi-ap-040fi-tx-04-bi-extractors-in-s4-ha.html
En que tablas se almacenan los archivos logs?;SAP Customer Relationship Management, CRM Service, SAP Customer Relationship Management,CRM Service, filelog ;06/02/2019;-;https://answers.sap.com/questions/749851/en-que-tablas-se-almacenan-los-archivos-logs.html
SAP S/4 HANA-Updation of Price in Invoice not happening immediately.;SAP S/4HANA Finance;01/02/2019;-;https://answers.sap.com/questions/443944/sap-s4-hana-updation-of-price-in-invoice-not-happe.html
Order on credit hold is invoiced. Order Status is complete & Credit case is still on hold.;SAP Financial Supply Chain ManagementSAP S/4HANA Finance,  Finance;30/01/2019;-;https://answers.sap.com/questions/742497/order-on-credit-hold-is-invoiced-order-status-is-c.html
"Wrong translation ""SUMME"" for ""Total"" in CDS Report access via Query Browser Fiori App.";SAP FioriSAP Fiori Launchpad, SAP Fiori Launchpad, hana studio , annotations , cds view based query , querybrowser ;30/01/2019;-;https://answers.sap.com/questions/744424/wrong-translation-summe-for-total-in-cds-report-ac.html
Debug LTMC upload;;29/01/2019;-;https://answers.sap.com/questions/742335/debug-ltmc-upload.html
Availability check in CRM 7.0 using S/4 HANA 1709;SAP Customer Relationship Management;29/01/2019;-;https://answers.sap.com/questions/742282/availability-check-in-crm-70-using-s4-hana-1709.html
FINS_ACDOC_CUST048 - Inconsistencies in the database - how can I found out the underlying reason?;FIN (Finance);29/01/2019;-;https://answers.sap.com/questions/501083/fins-acdoc-cust048-inconsistencies-in-the-database.html
Best way to identify if a table is master or transactional data?;Data Intelligence, Big Data, EWM - Master Data, CRM Master Data, SAP Data Quality Management, Big Data,EWM - Master Data,CRM Master Data,SAP Data Quality Management,BW Data Modeling (WHM),SQL,SAP R/3,;28/01/2019;-;https://answers.sap.com/questions/742101/best-way-to-identify-if-a-table-is-master-or-trans.html
"Amount limit in Cash Journal
Closed";SAP S/4HANA Finance,  Finance;28/01/2019;closed;https://answers.sap.com/questions/743906/amount-limit-in-cash-journal.html
Send Multiples Attachments (PDF) - Single Email - Output Management;NW ABAP Print and Output Management;28/01/2019;-;https://answers.sap.com/questions/741909/send-multiples-attachments-pdf-single-email-output.html
Business partner 1000000168 does not exist in the standard role for role cat. MKK;SD (Sales and Distribution);25/01/2019;-;https://answers.sap.com/questions/740099/business-partner-1000000168-does-not-exist-in-the.html
ICM - Incentive & Commission Management is part of S4HANA Standard Package;;25/01/2019;-;https://answers.sap.com/questions/739994/icm-incentive-commission-management-is-part-of-s4h.html
Cannot GET /api/business-partners in approuter application;;25/01/2019;-;https://answers.sap.com/questions/738979/cannot-get-apibusiness-partners-in-approuter-appli.html
S/4 HANA MM - Mapping between purchasing group to material group;MM (Materials Management), MM (Materials Management), purchasing ;24/01/2019;-;https://answers.sap.com/questions/738702/s4-hana-mm-mapping-between-purchasing-group-to-mat.html
EKKN- PS_PSP_PNR   (WBSE) field change is not triggering a new version in PO;MM Purchasing, MM Inventory Management, MM Purchasing,MM Inventory Management;24/01/2019;-;https://answers.sap.com/questions/736658/ekkn-ps-psp-pnr-wbse-field-change-is-not-triggerin.html
How do you see all objects using objects within a package.;;23/01/2019;-;https://answers.sap.com/questions/736369/how-do-you-see-all-objects-using-objects-within-a.html
Enable Customer Interaction Center in S/4 for Customer Management 2.0 - Configurations;SAP Customer Relationship Management, SAP Customer Relationship Management, configuration , internet communication framework ;23/01/2019;-;https://answers.sap.com/questions/736371/enable-customer-interaction-center-in-s4-for-custo.html
